Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
224.126,0.0,0.0,0.0,0.0,0.0,0.0
224.909,0.14999188087098833,0.0,0.0,0.0,0.0,-0.1494690745084673
225.043,0.2749879403401599,0.0,0.0,0.0,0.0,-0.2741719587961267
225.22,0.356291297526323,0.0,0.0,0.0,0.0,-0.39916394269070943
225.467,0.48128985184696504,0.0,0.0,0.0,0.0,-0.4649138460746042
225.725,0.5801815408235627,0.0,0.0,0.0,0.0,-0.4048129886830512
225.962,0.7051815432696151,0.0,0.0,0.0,0.0,-0.27981298618177874
226.266,0.7418774508107168,0.0,0.0,0.0,0.0,-0.15481298368140892
226.464,0.6168774483578365,0.0,0.0,0.0,0.0,-0.029812981185717482
226.717,0.49187744590482224,0.0,0.0,0.0,0.0,0.09518702131144222
226.954,0.4301978577314999,0.0,0.0,0.0,0.0,0.22018496309935817
227.215,0.55519745968418,0.0,0.0,0.0,0.0,0.3451811070148005
227.473,0.6801930259099811,0.0,0.0,0.0,0.0,0.4700967357923026
227.709,0.8051753339229878,0.0,0.0,0.0,0.0,0.5947565993069489
227.98,0.9301745055639243,0.0,0.0,0.0,0.0,0.508993189588849
228.217,1.0551737190518566,0.0,0.0,0.0,0.0,0.38399912785761103
228.472,1.1418614724796363,0.0,0.0,0.0,0.0,0.25900635177307324
228.709,1.1322573840544685,0.0,0.0,0.0,0.0,0.1340217026298627
228.992,1.0072573815912167,0.0,0.0,0.0,0.0,0.009021700131386659
229.215,0.8822573926774153,0.0,0.0,0.0,0.0,-0.11597830196543737
229.453,0.9057503598341222,0.0,0.0,0.0,0.0,-0.24097504037629305
229.702,1.0307472873320125,0.0,0.0,0.0,0.0,-0.3659196580732526
229.957,1.1557452679532143,0.0,0.0,0.0,0.0,-0.4061895715772069
230.203,1.1490440730801044,0.0,0.0,0.0,0.0,-0.2971767755861249
230.487,1.1427882429712612,0.0,0.0,0.0,0.0,-0.17217677308826704
230.717,1.1542456302722943,0.0,0.0,0.0,0.0,-0.04717677059102923
230.958,1.1308998566772266,0.0,0.0,0.0,0.0,0.07781789609445851
231.215,1.09834574205685,0.0,0.0,0.0,0.0,-0.04718216043759831
231.463,0.979875608379033,0.0,0.0,0.0,0.0,-0.17218216293348945
231.994,0.8548756059981568,0.0,0.0,0.0,0.0,-0.2971821651278936
232.214,0.7298756034999703,0.0,0.0,0.0,0.0,-0.4221821676256801
232.361,0.6048756643020486,0.0,0.0,0.0,0.0,-0.5471821648311594
232.48,0.47988132361657676,0.0,0.0,0.0,0.0,-0.6721779752625089
232.716,0.354885307610359,0.0,0.0,0.0,0.0,-0.7971700747586367
233.021,0.4798852937725885,0.0,0.0,0.0,0.0,-0.6721701267400948
233.236,0.6048851967166239,0.0,0.0,0.0,0.0,-0.7971683110838101
233.468,0.7298839949191406,0.0,0.0,0.0,0.0,-0.7944875540264407
233.78,0.8548826008550579,0.0,0.0,0.0,0.0,-0.7088633370807527
234.032,0.9798825971692806,0.0,0.0,0.0,0.0,-0.58386333644234
234.235,1.1048765960761566,0.0,0.0,0.0,0.0,-0.45941756368925574
234.458,1.1313217781023341,0.0,0.0,0.0,0.0,-0.4244496099965211
234.697,1.1185244064664863,0.0,0.0,0.0,0.0,-0.37350036839784184
234.956,1.125983366245093,0.0,0.0,0.0,0.0,-0.3224694684024607
235.197,1.1340154194366707,0.0,0.0,0.0,0.0,-0.23622142310559455
235.456,1.1218609976740361,0.0,0.0,0.0,0.0,-0.12544067353648708
235.693,1.1297474316247271,0.0,0.0,0.0,0.0,-0.020303259649605467
235.94,1.1375291087654023,0.0,0.0,0.0,0.0,0.0124412699499971
236.189,1.144598867826246,0.0,0.0,0.0,0.0,-0.01689065161938046
236.437,1.131578768791333,0.0,0.0,0.0,0.0,-0.02826565412277388
236.691,1.1385934961058122,0.0,0.0,0.0,0.0,-0.022509226424351353
236.944,1.1457172543767766,0.0,0.0,0.0,0.0,-0.003477558058132647
237.246,1.167905851894121,0.0,0.0,0.0,0.0,-0.08231427914683155
237.655,1.042905849397652,0.0,0.0,0.0,0.0,0.04268572335224269
237.824,0.9179058469011963,0.0,0.0,0.0,0.0,0.16768572585044694
237.961,1.042904002285932,0.0,0.0,0.0,0.0,0.2926833723499668
238.217,0.9179039998444358,0.0,0.0,0.0,0.0,0.41768337484447177
238.46,0.7966540632360989,0.0,0.0,0.0,0.0,0.5426831422383078
238.709,0.9216533507456355,0.0,0.0,0.0,0.0,0.6676792446199667
238.997,1.0466530230145843,0.0,0.0,0.0,0.0,0.6924256763618357
239.205,1.1610506650823464,0.0,0.0,0.0,0.0,0.6483284288285225
239.463,1.1473947267816176,0.0,0.0,0.0,0.0,0.5233333870210474
239.702,1.1291071358475895,0.0,0.0,0.0,0.0,0.64104080018499
239.962,1.1314864942276364,0.0,0.0,0.0,0.0,0.7660408025556962
240.225,1.1206382753647113,0.0,0.0,0.0,0.0,0.7790422468255161
