Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
231.398,0.0,0.0,0.0,0.0,0.0,0.0
231.523,0.03333321213722229,0.0,0.0,0.0,0.0,0.1586282104253769
231.631,0.05891772359609604,0.0,0.0,0.0,0.0,0.1169794350862503
231.727,0.0590788796544075,0.0,0.0,0.0,0.0,0.11677528172731398
231.835,0.08412325382232666,0.0,0.0,0.0,0.0,0.08750917762517929
231.931,0.08417239040136337,-0.002976982854306698,0.0,0.0,0.0,0.09810882806777954
232.051,0.10142035782337189,1.0977846613968723e-05,0.0,0.0,0.0,0.030717801302671436
232.149,0.10159745812416077,0.0,0.0,0.0,0.0,0.034022141247987754
232.265,0.1269845813512802,0.0,0.0,0.0,0.0,0.02664795145392418
232.36,0.11972677707672119,0.0,0.0,0.0,0.0,0.027446033433079716
232.463,0.15295785665512085,-0.0020191222429275513,0.0,0.0,0.0,-0.0034703416749835014
232.576,0.14450103044509888,0.0,0.0,0.0,0.0,0.02217670157551765
232.688,0.17814534902572632,0.0,0.0,0.0,0.0,0.013631265610456467
232.786,0.16878195106983185,0.0,0.0,0.0,0.0,0.014207106083631516
232.916,0.203165665268898,0.0,0.0,0.0,0.0,-0.011696020141243935
233.017,0.18599534034729004,0.0,0.0,0.0,0.0,-0.004629412200301886
233.136,0.21905064582824707,0.0,0.0,0.0,0.0,-0.009853208437561989
233.247,0.21684898436069489,0.0,0.0,0.0,0.0,-0.0080289114266634
233.362,0.24977660179138184,0.0,0.0,0.0,0.0,-0.01569609344005585
233.462,0.24010060727596283,0.0,0.0,0.0,0.0,-0.013720164075493813
233.602,0.2728625535964966,0.0,0.0,0.0,0.0,-0.02116774208843708
233.769,0.2630819082260132,0.0,0.0,0.0,0.0,-0.018461363390088078
233.979,0.30321982502937317,0.0,0.0,0.0,0.0,-0.053781595081090934
234.162,0.28593680262565613,-0.0025227621663361788,0.0,0.0,0.0,-0.04091024398803711
234.37,0.326743483543396,0.0017019483493641019,0.0,0.0,0.0,-0.06375709921121597
234.591,0.3166104555130005,0.00018725372501648962,0.0,0.0,0.0,-0.06264083832502365
234.801,0.35784146189689636,0.0028805211186408997,0.0,0.0,0.0,-0.06223373860120773
234.989,0.3402842879295349,0.0027517201378941536,0.0,0.0,0.0,-0.07215562462806702
235.221,0.3735212981700897,0.0,0.0,0.0,0.0,-0.06391190737485886
235.437,0.37155282497406006,0.0038694110698997974,0.0,0.0,0.0,-0.07009609043598175
235.676,0.3972305655479431,0.002887977520003915,0.0,0.0,0.0,-0.0731363072991371
235.912,0.40279799699783325,0.003621398936957121,0.0,0.0,0.0,-0.06804649531841278
236.165,0.428542822599411,0.0,0.0,0.0,0.0,-0.05981510132551193
236.411,0.43402618169784546,0.003368684556335211,0.0,0.0,0.0,-0.06594410538673401
236.656,0.45167601108551025,0.0,0.0,0.0,0.0,-0.039217337965965264
236.909,0.45728564262390137,0.0,0.0,0.0,0.0,-0.06690000742673873
237.188,0.47439226508140564,0.0,0.0,0.0,0.0,-0.06367026269435883
237.504,0.48052987456321716,0.0,0.0,0.0,0.0,-0.06801733374595642
237.805,0.4975849390029907,0.0,0.0,0.0,0.0,-0.07579097896814346
238.119,0.49641767144203186,0.0,0.0,0.0,0.0,-0.06890405714511871
238.443,0.5210638642311096,-0.0010181072866544127,0.0,0.0,0.0,-0.05409492552280426
238.741,0.5197979211807251,0.0,0.0,0.0,0.0,-0.06932259351015091
239.08,0.5441506505012512,0.0,0.0,0.0,0.0,-0.07721920311450958
239.386,0.5357868075370789,0.0,0.0,0.0,0.0,-0.08061143010854721
239.746,0.5603315830230713,0.0,0.0,0.0,0.0,-0.0768410712480545
240.07,0.5520954132080078,0.0,0.0,0.0,0.0,-0.07970267534255981
240.415,0.5840201377868652,0.0,0.0,0.0,0.0,-0.07583679258823396
240.77,0.5758976340293884,-0.0007610278553329408,0.0,0.0,0.0,-0.06728044897317886
241.143,0.6003850102424622,0.0,0.0,0.0,0.0,-0.07428374886512755
241.566,0.5995336174964905,-0.002292830729857087,0.0,0.0,0.0,-0.09886660426855087
241.889,0.624192476272583,-0.0014959888067096472,0.0,0.0,0.0,-0.1271306872367859
242.253,0.6239127516746521,0.0013295657699927688,0.0,0.0,0.0,-0.09507168829441069
242.645,0.6567023396492004,0.0,0.0,0.0,0.0,-0.17291136085987094
243.03,0.6561489105224609,0.00754117127507925,0.0,0.0,0.0,-0.1644604802131653
243.464,0.6823833584785461,0.0,0.0,0.0,0.0,-0.1942826807498932
243.87,0.6744418740272522,0.0,0.0,0.0,0.0,-0.2024271488189697
244.313,0.7078685760498047,0.027226608246564865,0.0,0.0,0.0,-0.2531697750091553
244.77,0.6992778182029724,0.02775862067937851,0.0,0.0,0.0,-0.31066000461578375
245.204,0.7312602996826172,0.0,0.0,0.0,0.0,-0.36336082220077515
245.665,0.7074081301689148,0.041416019201278687,0.0,0.0,0.0,-0.3953466415405274
246.099,0.7464282512664795,0.0,0.0,0.0,0.0,-0.40443927049636846
